rfc_page,yr,distinct_editors,total_edits,reverted_edits,first_edit,last_edit,duration_days,revert_rate
Requests_for_comment/User_names/Fact_verification,2007,10,11,0.0,20070404130612,20230303043407,5812,0.0
Requests_for_comment/User_names/Fattyfatfatfatty,2007,14,21,0.0,20070404214306,20230310095248,5819,0.0
Requests_for_comment/User_names/Fenian_Swine,2007,22,73,0.0,20070403092404,20230303043404,5813,0.0
Requests_for_comment/User_names/Freaky4jesus32,2007,10,24,0.0,20070411170316,20230421105436,5854,0.0
Requests_for_comment/User_names/Ghostbusters,2007,16,40,0.0,20070406023817,20230303043358,5810,0.0
Requests_for_comment/User_names/Idiot,2007,2,5,0.0,20070412040614,20070412041059,0,0.0
Requests_for_comment/User_names/Imam_Khamenei=Islam,2007,8,8,0.0,20070408060351,20070408163255,0,0.0
Requests_for_comment/User_names/Index,2007,32,181,1.0,20070816135159,20260417045510,6819,0.006
Requests_for_comment/User_names/Instructions,2007,2,2,0.0,20070309050804,20230210220355,5817,0.0
Requests_for_comment/User_names/Itsanus,2007,3,4,0.0,20070411233005,20070412044520,1,0.0
Requests_for_comment/User_names/Jesusfreak10,2007,5,11,0.0,20070406135515,20070406175259,0,0.0
Requests_for_comment/User_names/Jezusfreak,2007,15,47,0.0,20070404175831,20230303043356,5812,0.0
Requests_for_comment/User_names/Jimmmmmmmmm,2007,1,2,0.0,20070407202452,20070407202727,0,0.0
Requests_for_comment/User_names/John_A._Robinson,2007,13,20,0.0,20070404211130,20230303043353,5812,0.0
Requests_for_comment/User_names/LoveThisSiteMoreThanAFatManLovesCake_:),2007,2,2,0.0,20070411000420,20230210220357,5784,0.0
Requests_for_comment/User_names/Mark_anthony_royle,2007,4,4,0.0,20070405192749,20070406174020,1,0.0
Requests_for_comment/User_names/MathsIsFun,2007,7,13,0.0,20070411172206,20230320173241,5822,0.0
Requests_for_comment/User_names/Metsfanatic0007,2007,11,16,0.0,20070404170614,20230303043351,5812,0.0
Requests_for_comment/User_names/Mmaarrcchhwwoooodd,2007,11,15,0.0,20070404170747,20230303043349,5812,0.0
Requests_for_comment/User_names/Mohamad_ali,2007,21,43,0.0,20070404172907,20230303043347,5812,0.0
Requests_for_comment/User_names/Moonlit_nightmare,2007,9,14,0.0,20070410014250,20220324064326,5462,0.0
Requests_for_comment/User_names/Mrsdesenssucks,2007,4,6,0.0,20070404163221,20070406174520,2,0.0
Requests_for_comment/User_names/Nhl_hockey_541@hotmail.com,2007,4,6,0.0,20070405011600,20070406174614,1,0.0
Requests_for_comment/User_names/Pothead12345,2007,13,20,0.0,20070404145751,20230303043345,5812,0.0
Requests_for_comment/User_names/Renegade_cash@hotmail.com,2007,6,10,0.0,20070405024439,20070406174858,1,0.0
Requests_for_comment/User_names/Scottie_Too_Hottie7,2007,7,10,0.0,20070409205557,20230303043343,5807,0.0
Requests_for_comment/User_names/Sonypsprocks!,2007,6,6,0.0,20070407234851,20220520075712,5522,0.0
Requests_for_comment/User_names/StrategicInsanityAd_agency,2007,6,10,0.0,20070405163735,20230303043341,5811,0.0
Requests_for_comment/User_names/TonyTheTiger,2007,3,5,0.0,20070411201156,20230303043339,5805,0.0
Requests_for_comment/User_names/Ttttrrrreeeeyyyyyy,2007,9,11,0.0,20070412162457,20070413160204,1,0.0
Requests_for_comment/User_names/User:עתים_שהוגדרו_אקסיומטית,2007,6,10,0.0,20070411065947,20230320173459,5822,0.0
Requests_for_comment/User_names/_Docs/_CaseForm,2007,2,3,0.0,20070406171106,20070406172536,0,0.0
Requests_for_comment/User_names/_Docs/_CaseForm2,2007,2,12,0.0,20070405212036,20070406172756,1,0.0
Requests_for_comment/User_names/_Docs/_Header_good,2007,2,6,0.0,20070404032456,20070404091011,0,0.0
Requests_for_comment/User_names/_Docs/_Inputbox,2007,3,11,0.0,20070404035930,20070410043009,6,0.0
Requests_for_comment/Vanished_user,2007,79,566,0.0,20071221214015,20080212034348,53,0.0
Requests_for_comment/Vergina,2007,7,11,0.0,20070213145206,20220324064329,5518,0.0
Requests_for_comment/Vlad_fedorov,2007,12,123,0.0,20070219142923,20230303043328,5856,0.0
Requests_for_comment/Voice_of_Britain,2007,18,65,0.0,20070506125749,20230303043325,5780,0.0
Requests_for_comment/Whig_2,2007,28,119,0.0,20071010171034,20220517040622,5333,0.0
Requests_for_comment/WikiUser,2007,2,3,0.0,20070526115144,20230210220417,5739,0.0
Requests_for_comment/Wiki_brah,2007,2,5,0.0,20070526115140,20220327200805,5419,0.0
Requests_for_comment/Wikipedia:Requests_for_adminship,2007,200,880,0.0,20071004162027,20240829210243,6174,0.0
Requests_for_comment/Wikipedia_policies_and_guidelines/Wikipedia:Spoiler_warning,2007,341,2230,0.0,20070515213119,20231115023550,6028,0.0
Requests_for_comment/Wikipedia_policies_and_guidelines/Wikipedia:Spoiler_warning/Archive_1,2007,5,8,0.0,20070522002255,20230310100505,5771,0.0
Requests_for_comment/Wikipedia_policies_and_guidelines/Wikipedia:Spoiler_warning/Archive_2,2007,4,7,0.0,20070522063605,20250930011504,6706,0.0
Requests_for_comment/Wikipedia_policies_and_guidelines/Wikipedia:Spoiler_warning/Archive_3,2007,5,7,0.0,20070524063611,20220423174927,5448,0.0
Requests_for_comment/Wikipedia_policies_and_guidelines/Wikipedia:Spoiler_warning/Archive_4,2007,5,9,0.0,20070524183557,20250930011455,6704,0.0
Requests_for_comment/Wikipedia_policies_and_guidelines/Wikipedia:Spoiler_warning/Archive_5,2007,3,7,0.0,20070528183601,20230210220424,5737,0.0
Requests_for_comment/Wikipedia_policies_and_guidelines/Wikipedia:Spoiler_warning/Discussion_from_Hamlet_page,2007,2,2,0.0,20070522013553,20091021024834,883,0.0
Requests_for_comment/Wikipedia_policies_and_guidelines/Wikipedia:Spoiler_warning/MfD,2007,4,7,0.0,20070519222306,20230310101347,5774,0.0
Requests_for_comment/Wikipedia_policies_and_guidelines/Wikipedia:Spoiler_warning/Offtopic_comments,2007,2,2,0.0,20070522014912,20091021024836,883,0.0
Requests_for_comment/Wikipedia_policies_and_guidelines/Wikipedia:Spoiler_warning/Precedents,2007,3,4,0.0,20070522011805,20100516190820,1090,0.0
Requests_for_comment/Wikipedia_policies_and_guidelines/Wikipedia:Spoiler_warning/Proposals_to_alter_the_spoiler_template,2007,2,2,0.0,20070522021727,20091021024837,883,0.0
Requests_for_comment/Wikipedia_policies_and_guidelines/Wikipedia:Spoiler_warning/Proposals_to_hide_spoilers,2007,3,4,0.0,20070522021124,20220423174920,5450,0.0
Requests_for_comment/Wikipedia_policies_and_guidelines/Wikipedia:Spoiler_warning/Proposals_to_put_a_disclaimer_on_all_articles,2007,2,2,0.0,20070525165503,20091021024838,880,0.0
Requests_for_comment/Wikipedia_policies_and_guidelines/Wikipedia:Spoiler_warning/Spoiler_warnings_not_needed_in_Plot_sections?,2007,2,2,0.0,20070522014258,20091021024838,883,0.0
Requests_for_comment/Wikipedia_policies_and_guidelines/Wikipedia:Spoiler_warning/Tfd,2007,3,3,0.0,20070516143700,20230315063216,5782,0.0
Requests_for_comment/Wikipedia_policies_and_guidelines/Wikipedia:Spoiler_warning/What_is_a_spoiler?,2007,3,4,0.0,20070521235501,20230310100455,5772,0.0
Requests_for_comment/Wikipedia_policies_and_guidelines/Wikipedia:Spoiler_warning/When_is_a_spoiler_appropriate?,2007,3,4,0.0,20070522010457,20230310100438,5771,0.0
Requests_for_comment/Yamla,2007,18,57,0.0,20070130150006,20251010175241,6828,0.0
Requests_for_comment/Zephram_Stark,2007,2,5,0.0,20070526115148,20211007094508,5248,0.0
Requests_for_comment/Zizban,2007,3,3,0.0,20070308183541,20220107071950,5419,0.0
Requests_for_comment/scuro,2007,2,4,0.0,20070927214802,20220107072010,5216,0.0
Requests_for_comment/69.121.221.174,2008,6,48,0.0,20080506051256,20220107063435,4994,0.0
Requests_for_comment/75.47.x.x,2008,31,102,0.0,20080303023945,20230314180315,5489,0.0
Requests_for_comment/77.128.196.58,2008,5,8,0.0,20080215082104,20220107063447,5075,0.0
Requests_for_comment/81.9.61.227,2008,8,16,0.0,20080123073516,20220107063450,5098,0.0
Requests_for_comment/89.242.164.114,2008,3,4,0.0,20080326181102,20220107063506,5035,0.0
Requests_for_comment/Abtract,2008,18,97,0.0,20080520195446,20230210215703,5379,0.0
Requests_for_comment/Adminbots,2008,111,679,0.0,20080707202132,20241128222014,5988,0.0
Requests_for_comment/Alastair_Haines,2008,10,49,0.0,20080706223455,20220107063549,4933,0.0
Requests_for_comment/AlistairMcMillan,2008,2,3,0.0,20080816013053,20220107063614,4892,0.0
Requests_for_comment/All/manual,2008,5,10,0.0,20080916223542,20081102023441,47,0.0
Requests_for_comment/Alleichem,2008,12,47,0.0,20080925124349,20220107063621,4852,0.0
Requests_for_comment/Aoso0ck,2008,3,4,0.0,20081028060817,20220107063716,4819,0.0
Requests_for_comment/Arbitration_Committee,2008,240,2047,0.0,20080313153346,20250622115531,6310,0.0
Requests_for_comment/Arbitration_Committee/Arbitrators_prepared_to_answer_a_few_questions,2008,35,189,0.0,20080702035351,20220516181122,5066,0.0
Requests_for_comment/Arbitration_Committee/Motions_to_close_or_extend_this_RFC,2008,3,19,0.0,20080703033830,20230227094725,5352,0.0
Requests_for_comment/Arbitration_Committee/Statements_about_what_works_well_in_the_current_Arbitration_Committee_process,2008,8,42,0.0,20080703003717,20230421153053,5405,0.0
Requests_for_comment/Arbitration_Committee/Summary,2008,7,44,0.0,20080809161055,20240304125807,5686,0.0
Requests_for_comment/Arbitration_Committee/Transclusion_notice,2008,1,6,0.0,20080704191906,20080704194311,0,0.0
Requests_for_comment/Arbitration_Committee/Transclusion_notice/doc,2008,1,4,0.0,20080704193140,20080704201702,0,0.0
Requests_for_comment/Archtransit,2008,55,424,0.0,20080204204135,20230314181142,5517,0.0
Requests_for_comment/Ave_Caesar,2008,3,15,0.0,20080524154756,20220107063807,4976,0.0
Requests_for_comment/Bardcom,2008,25,85,0.0,20080402192030,20231222172048,5742,0.0
Requests_for_comment/BigGabriel555,2008,8,13,0.0,20080113214606,20220107063925,5108,0.0
Requests_for_comment/Biographies/manual,2008,10,12,0.0,20081004190401,20090522012432,230,0.0
Requests_for_comment/Blackworm,2008,10,47,0.0,20081025003257,20211229155345,4813,0.0
Requests_for_comment/Bogdangiusca,2008,4,6,0.0,20080719195819,20220107064013,4920,0.0
Requests_for_comment/Cabals,2008,81,375,0.0,20080402205731,20241127062922,6083,0.0
Requests_for_comment/CarolSpears,2008,21,73,0.0,20080622200453,20220504040023,5064,0.0
Requests_for_comment/CarolSpears/Evidence,2008,2,8,0.0,20080622203157,20080623045043,1,0.0
Requests_for_comment/Cebactokpatop,2008,8,22,0.0,20080416150258,20220107064131,5014,0.0
Requests_for_comment/Che_y_Marijuana,2008,2,2,0.0,20080917144509,20220107064141,4860,0.0
Requests_for_comment/Chuck_F,2008,3,3,0.0,20080128002206,20220107064213,5093,0.0
Requests_for_comment/Cleo123,2008,7,19,0.0,20080710053950,20211227154739,4918,0.0
Requests_for_comment/Community,2008,3,4,0.0,20080530170949,20080530180120,0,0.0
Requests_for_comment/Cumulus_Clouds,2008,25,77,0.0,20080209215307,20220521150730,5215,0.0
Requests_for_comment/Davegnz,2008,15,40,0.0,20080918005213,20220530133622,5002,0.0
Requests_for_comment/Davidruben,2008,11,40,0.0,20080923030509,20220107064429,4854,0.0
Requests_for_comment/DemolitionMan,2008,18,80,0.0,20080226180854,20230303044335,5484,0.0
Requests_for_comment/Dingbat2007,2008,6,13,0.0,20080720045345,20220107064523,4919,0.0
Requests_for_comment/Dorftrottel,2008,17,153,0.0,20080623095444,20230128155741,5332,0.0
Requests_for_comment/Dzonatas,2008,2,2,0.0,20080605233423,20160524115915,2910,0.0
"Requests_for_comment/Economy,_trade,_and_companies/manual",2008,8,14,0.0,20081006172639,20090521042103,227,0.0
Requests_for_comment/Ed_Fitzgerald,2008,17,120,0.0,20080422162940,20260421004228,6573,0.0
Requests_for_comment/EdmOilers023,2008,2,2,0.0,20081222164533,20220107064659,4764,0.0
Requests_for_comment/EmilEikS,2008,10,26,0.0,20081125054724,20230210215931,5190,0.0
Requests_for_comment/Esimal,2008,7,25,0.0,20080618211056,20220107064751,4951,0.0
Requests_for_comment/Example_bot,2008,7,14,0.0,20080222021418,20220412094258,5163,0.0
Requests_for_comment/Exidor,2008,4,12,0.0,20080717000443,20220107064805,4922,0.0
Requests_for_comment/Expeditionradio,2008,8,38,0.0,20080928033314,20220107064808,4849,0.0
Requests_for_comment/Fasach_Nua,2008,13,50,0.0,20080110131223,20220107064846,5111,0.0
Requests_for_comment/Fasach_Nua_2,2008,18,62,0.0,20080815183238,20230210215951,5292,0.0
Requests_for_comment/Femmina,2008,9,19,0.0,20080427013237,20220107064853,5003,0.0
Requests_for_comment/Florentino_floro,2008,14,47,0.0,20080717212910,20230210215959,5321,0.0
Requests_for_comment/Future_Perfect_at_Sunrise,2008,71,397,0.0,20080830121931,20231210211202,5580,0.0
Requests_for_comment/G2bambino,2008,26,80,0.0,20081016150809,20230403044921,5282,0.0
Requests_for_comment/GabrielVelasquez,2008,10,50,0.0,20081006224420,20230303044221,5261,0.0
Requests_for_comment/Gavin.collins_2,2008,48,186,0.0,20081205214207,20220519184129,4913,0.0
Requests_for_comment/GoRight,2008,32,199,0.0,20080701191955,20230303044207,5358,0.0
Requests_for_comment/Goingoveredge,2008,10,45,0.0,20080831212320,20220107065124,4877,0.0
Requests_for_comment/GoldFlower,2008,2,2,0.0,20080309223432,20220107065127,5052,0.0
Requests_for_comment/Greg_L,2008,27,206,0.0,20080604004909,20220316051839,5033,0.0
Requests_for_comment/Guanaco,2008,2,2,0.0,20081115185621,20220107065151,4801,0.0
Requests_for_comment/Guido_den_Broeder,2008,17,64,0.0,20080430095507,20230303044152,5420,0.0
Requests_for_comment/Hemanshu,2008,41,85,0.0,20081021011232,20230210220024,5225,0.0
Requests_for_comment/History_and_geography/manual,2008,6,7,0.0,20080924132728,20090521042048,239,0.0
Requests_for_comment/Husker007,2008,2,2,0.0,20081115185551,20220107065309,4801,0.0
Requests_for_comment/IZAK2,2008,57,292,0.0,20080224025818,20260205095658,6556,0.0
Requests_for_comment/Ian_Snowball,2008,4,12,0.0,20080416160750,20220107065318,5014,0.0
Requests_for_comment/Inigmatus,2008,3,4,0.0,20081026071906,20160524120003,2767,0.0
Requests_for_comment/Intelligent_Design,2008,61,306,0.0,20080610200222,20230302200602,5378,0.0
Requests_for_comment/InternetHero,2008,10,43,0.0,20080814062208,20230303044108,5314,0.0
Requests_for_comment/JJL,2008,7,14,0.0,20080812122521,20220107065417,4896,0.0
Requests_for_comment/Jamesdennis,2008,4,15,0.0,20081002192849,20220107065435,4845,0.0
"Requests_for_comment/Johan_Magnus,_Ruhrjung,_Tuomas",2008,2,3,0.0,20080219172941,20220107065533,5071,0.0
Requests_for_comment/John_celona,2008,9,38,0.0,20080701164320,20230303044032,5358,0.0
Requests_for_comment/Justinm1978,2008,15,220,0.0,20080417215102,20230302223810,5432,0.0
Requests_for_comment/JzG2,2008,205,826,0.0,20080302111851,20230314181053,5490,0.0
Requests_for_comment/Kainaw,2008,11,27,0.0,20080917101952,20220924112906,5120,0.0
Requests_for_comment/Kay_Sieverding,2008,9,34,0.0,20081013183350,20220107065631,4834,0.0
Requests_for_comment/Kirill_Lokshin,2008,44,125,0.0,20080716010840,20230403071953,5374,0.0
Requests_for_comment/LahoreKid,2008,7,31,0.0,20080514204355,20220107065758,4986,0.0
Requests_for_comment/Language_and_linguistics/manual,2008,5,6,0.0,20081021021536,20090521042035,212,0.0
Requests_for_comment/Law_Lord,2008,53,330,0.0,20081221044613,20230408183026,5221,0.0
Requests_for_comment/Lilith2396,2008,10,39,0.0,20080521072543,20220107065836,4979,0.0
Requests_for_comment/MAL01159,2008,13,42,0.0,20080729174028,20220107065919,4910,0.0
Requests_for_comment/MPF,2008,8,20,0.0,20080116033720,20220504035825,5222,0.0
Requests_for_comment/Majorly,2008,90,493,0.0,20080827220601,20220604133215,5029,0.0
Requests_for_comment/Marburg72,2008,16,99,0.0,20080702170546,20250530195725,6176,0.0
Requests_for_comment/Marvin_Shilmer,2008,3,9,0.0,20080929123816,20220107070027,4848,0.0
"Requests_for_comment/Maths,_science,_and_technology/manual",2008,5,5,0.0,20080929044846,20090521042024,234,0.0
Requests_for_comment/Matt_reltub,2008,5,27,0.0,20081012015159,20220107070033,4835,0.0
Requests_for_comment/Mattisse_3,2008,44,355,0.0,20081229115422,20230309160719,5183,0.0
"Requests_for_comment/Media,_the_arts,_and_architecture/manual",2008,8,9,0.0,20080920065458,20110730215656,1043,0.0
Requests_for_comment/Muscovite99,2008,6,44,0.0,20080123201748,20220107070246,5098,0.0
Requests_for_comment/Myanmar_vs_Burma,2008,47,197,0.0,20080520010547,20260402004036,6526,0.0
Requests_for_comment/NE2_2,2008,1,2,0.0,20080807023716,20080807023730,0,0.0
Requests_for_comment/Neutrality_(MoS),2008,2,3,0.0,20080712191645,20230210220130,5326,0.0
Requests_for_comment/Nlu,2008,2,2,0.0,20080104163316,20220107070422,5117,0.0
Requests_for_comment/Particleman24,2008,7,12,0.0,20080830150757,20230303043709,5298,0.0
Requests_for_comment/Pedant17,2008,9,13,0.0,20080311065258,20220107070544,5050,0.0
Requests_for_comment/Pixelface,2008,43,210,0.0,20081230174012,20230303043645,5176,0.0
"Requests_for_comment/Politics,_government,_and_law/manual",2008,9,12,0.0,20081006155642,20091021024437,380,0.0
Requests_for_comment/Posturewriter,2008,15,80,0.0,20080720181645,20220516181102,5048,0.0
Requests_for_comment/Privatemusings,2008,25,117,0.0,20081106160121,20230210220204,5209,0.0
Requests_for_comment/Psychobillypolice,2008,6,13,0.0,20080725040955,20220107070642,4914,0.0
Requests_for_comment/Pé_de_Chinelo,2008,13,36,0.0,20081129015432,20230407170804,5242,0.0
Requests_for_comment/Quizimodo,2008,9,49,0.0,20080211231025,20220107070705,5079,0.0
Requests_for_comment/R._fiend,2008,39,167,0.0,20080104210300,20230221061653,5527,0.0
Requests_for_comment/Rau_J,2008,7,17,0.0,20080519013106,20080707095327,49,0.0
Requests_for_comment/Religion_and_philosophy/manual,2008,6,6,0.0,20080924224123,20090521041944,239,0.0
Requests_for_comment/RobJ1981,2008,17,101,0.0,20080414052339,20230303043552,5436,0.0
Requests_for_comment/Roberttheman2008,2008,12,78,0.0,20080911152007,20220324032505,4942,0.0
Requests_for_comment/Roux,2008,25,62,0.0,20081030161043,20230303043547,5237,0.0
Requests_for_comment/Russavia,2008,5,12,0.0,20080626114026,20220107070942,4943,0.0
Requests_for_comment/Rvaste,2008,5,11,0.0,20080706134949,20220107070949,4933,0.0
Requests_for_comment/Sarumio,2008,6,20,0.0,20080818102631,20220107071053,4890,0.0
"Requests_for_comment/Sceptre,_Sxeptomaniac,_SirFozzie,_B",2008,41,186,0.0,20080609234441,20080623214822,14,0.0
Requests_for_comment/Sceptre_2,2008,29,64,0.0,20080828013920,20220519184103,5012,0.0
Requests_for_comment/Sclua,2008,8,85,0.0,20080625184141,20220107071118,4944,0.0
Requests_for_comment/Seeyou,2008,7,34,0.0,20080327210611,20230314124827,5465,0.0
Requests_for_comment/Skipsievert,2008,5,11,0.0,20080209174028,20091112210208,642,0.0
Requests_for_comment/Skyring,2008,13,60,0.0,20080222205123,20230303043524,5488,0.0
Requests_for_comment/SlrubensteinII,2008,58,242,0.0,20081110171959,20230303043514,5226,0.0
"Requests_for_comment/Society,_sports,_and_culture/manual",2008,10,14,0.0,20080926072426,20091021024613,390,0.0
Requests_for_comment/Strider12,2008,18,72,0.0,20080220231803,20220517040625,5200,0.0
Requests_for_comment/Tango,2008,52,121,0.0,20080413151236,20230407183926,5472,0.0
Requests_for_comment/TheNautilus,2008,19,187,0.0,20080521145523,20220107071445,4979,0.0
Requests_for_comment/Thunderbird2,2008,9,27,0.0,20081121151137,20230303043436,5215,0.0
Requests_for_comment/Tom_davy,2008,12,26,0.0,20080523134622,20230210220334,5376,0.0
Requests_for_comment/Tony1,2008,48,159,0.0,20080908155100,20260302125518,6384,0.0
Requests_for_comment/V-Dash,2008,18,49,0.0,20080108210341,20230210220401,5512,0.0
Requests_for_comment/VoABot_II,2008,14,25,0.0,20080505024732,20230210220410,5394,0.0
Requests_for_comment/WNDL42,2008,12,35,0.0,20080228193122,20220107071736,5062,0.0
Requests_for_comment/Wageslave,2008,19,55,0.0,20080424064139,20230303043319,5426,0.0
Requests_for_comment/Whig_3,2008,39,132,0.0,20080125053621,20230303043313,5516,0.0
Requests_for_comment/Wikipedia:IRC_channels,2008,37,114,0.0,20080205013257,20230210220429,5484,0.0
Requests_for_comment/Wikipedia_policies_and_guidelines/Userbox_content,2008,29,190,0.0,20080117054018,20250926015657,6462,0.0
Requests_for_comment/Wikipedia_style_and_naming/manual,2008,14,24,0.0,20080919221957,20091021024719,397,0.0
Requests_for_comment/William_M._Connolley_2,2008,2,2,0.0,20080426070229,20160524121724,2950,0.0
Requests_for_comment/Yorkshirian,2008,11,40,0.0,20080505140544,20230303043254,5415,0.0
Requests_for_comment/Zeuspitar,2008,10,28,0.0,20080523103135,20220107071944,4977,0.0
Requests_for_comment/bio/manual,2008,76,118,0.0,20081021020557,20100924185225,703,0.0
Requests_for_comment/econ/manual,2008,32,58,0.0,20081021020720,20100223030703,490,0.0
Requests_for_comment/hist/manual,2008,40,71,0.0,20081021020859,20100910022442,689,0.0
Requests_for_comment/jmh649,2008,10,41,0.0,20081115141623,20220107071959,4801,0.0
Requests_for_comment/lang/manual,2008,20,42,0.0,20081021020631,20100223031112,490,0.0
Requests_for_comment/media/manual,2008,31,55,0.0,20081021020215,20100818025037,666,0.0
Requests_for_comment/pol/manual,2008,40,65,0.0,20081021020845,20100223031312,490,0.0
Requests_for_comment/policy/manual,2008,40,91,0.0,20080920054924,20100223031642,521,0.0
Requests_for_comment/reli/manual,2008,30,49,0.0,20081021020514,20100223031332,490,0.0
Requests_for_comment/sci/manual,2008,47,74,0.0,20081021020813,20111023190826,1097,0.0
Requests_for_comment/soc/manual,2008,43,69,0.0,20081021020533,20100223031358,490,0.0
Requests_for_comment/style/manual,2008,29,47,0.0,20081021020649,20100223031417,490,0.0
Requests_for_comment/194x144x90x118,2009,11,41,0.0,20090720195402,20220107063338,4554,0.0
Requests_for_comment/A_Nobody,2009,83,432,0.0,20090920061421,20230221173431,4902,0.0
Requests_for_comment/Advisory_Council_on_Project_Development,2009,194,1082,0.0,20090711170010,20220604133314,4711,0.0
Requests_for_comment/Aitias,2009,16,67,0.0,20090219234439,20230210215710,5104,0.0
Requests_for_comment/Aitias_2,2009,44,142,0.0,20090730021725,20230128155814,4930,0.0
Requests_for_comment/Andrewjlockley,2009,14,67,0.0,20090223212350,20230315045111,5133,0.0
Requests_for_comment/ArbCom_secret_ballot,2009,67,138,0.0,20090729003041,20230303044546,4965,0.0
Requests_for_comment/Arbitration_Committee_2,2009,189,965,0.0,20091027140951,20240129140119,5207,0.0
Requests_for_comment/Arbitration_enforcement,2009,141,748,0.0,20090120235533,20230421153200,5204,0.0
Requests_for_comment/Asgardian,2009,20,115,0.0,20091223060145,20220128160330,4419,0.0
Requests_for_comment/Avathaar,2009,4,6,0.0,20090715114014,20090717094847,2,0.0
Requests_for_comment/Badagnani,2009,30,99,0.0,20090323230837,20230303044507,5093,0.0
Requests_for_comment/Benjiboi,2009,25,87,0.0,20090826051124,20230303044453,4937,0.0
Requests_for_comment/Bishonen_3,2009,31,152,0.0,20090803063038,20230303044440,4960,0.0
Requests_for_comment/Born2cycle,2009,20,74,0.0,20090604003548,20220219103048,4643,0.0
Requests_for_comment/Cajolingwilhelm,2009,2,2,0.0,20090410025314,20220107064057,4655,0.0
Requests_for_comment/Cambios,2009,18,43,0.0,20090107180330,20220107064108,4748,0.0
Requests_for_comment/CarolineWH,2009,15,45,0.0,20091125142415,20230210215834,4825,0.0
Requests_for_comment/ChildofMidnight,2009,64,155,0.0,20091221175516,20230421075958,4869,0.0
Requests_for_comment/Collect,2009,52,563,0.0,20090415054429,20230227094646,5066,0.0
Requests_for_comment/Community_expectation_of_Checkuser,2009,27,84,0.0,20090125215347,20230227094641,5146,0.0
Requests_for_comment/Content_dispute_resolution,2009,77,239,0.0,20090509201328,20220604133236,4774,0.0
Requests_for_comment/Cush,2009,13,30,0.0,20091104151312,20230303044344,4867,0.0
Requests_for_comment/Dbachmann_4,2009,36,182,0.0,20091114224802,20230128155743,4823,0.0
Requests_for_comment/Dicklyon,2009,7,14,0.0,20090118190424,20220107064515,4737,0.0
Requests_for_comment/Dicklyon_2,2009,10,42,0.0,20090211151732,20220107064519,4713,0.0
Requests_for_comment/Docu,2009,126,551,0.0,20090617201747,20230421071817,5056,0.0
Requests_for_comment/DrKiernan,2009,21,57,0.0,20090311141201,20220107064607,4685,0.0
Requests_for_comment/Duke53_2,2009,3,13,0.0,20090316095650,20220107064630,4680,0.0
Requests_for_comment/Either_way,2009,26,74,0.0,20090507020404,20230130081538,5016,0.0
Requests_for_comment/Enerelt,2009,2,2,0.0,20090416055632,20220107064734,4649,0.0
Requests_for_comment/FT2,2009,104,391,0.0,20090114082017,20230303044245,5161,0.0
Requests_for_comment/Frei_Hans,2009,33,168,0.0,20090706140721,20230304131752,4989,0.0
Requests_for_comment/Friday,2009,17,69,0.0,20090626203354,20231016224924,5225,0.0
Requests_for_comment/Gavin.collins2,2009,2,2,0.0,20090929153538,20100914204055,350,0.0
Requests_for_comment/Giano_II,2009,86,330,0.0,20090116000359,20230318224631,5174,0.0
Requests_for_comment/Gill_Giller_Gillerger,2009,13,59,0.0,20090702052610,20220204173414,4600,0.0
Requests_for_comment/Gill_Giller_Gillerger_2,2009,8,31,0.0,20091128091523,20230303044209,4843,0.0
Requests_for_comment/Glkanter,2009,8,18,0.0,20091222032621,20220107065118,4399,0.0
Requests_for_comment/Grant.Alpaugh,2009,5,14,0.0,20090420070518,20230303044201,5065,0.0
Requests_for_comment/Impeachment_of_Functionaries,2009,48,90,0.0,20090508171348,20230210220032,5026,0.0
Requests_for_comment/Inquietudeofcharacter,2009,2,5,0.0,20090830190600,20220107065332,4513,0.0
Requests_for_comment/JzG_3,2009,71,392,0.0,20090328174348,20230303044029,5088,0.0
Requests_for_comment/Keepscases,2009,59,176,0.0,20090809212657,20230221173333,4944,0.0
Requests_for_comment/Kuebie,2009,2,4,0.0,20090309231307,20220107065732,4687,0.0
Requests_for_comment/Logicus_2,2009,13,29,0.0,20091214205643,20230303043952,4827,0.0
Requests_for_comment/Megistias,2009,9,45,0.0,20090920173500,20220107070057,4492,0.0
Requests_for_comment/Montana's_Defender,2009,5,17,0.0,20090519030727,20220107070229,4616,0.0
Requests_for_comment/Nakba,2009,29,105,0.0,20090620223423,20230303043754,5004,0.0
Requests_for_comment/NancyHeise,2009,36,183,0.0,20091026191238,20230303043748,4876,0.0
Requests_for_comment/Noloop,2009,8,70,0.0,20090811204048,20230219022128,4940,0.0
Requests_for_comment/Notability_and_fiction,2009,48,231,0.0,20090605105319,20230303043732,5019,0.0
Requests_for_comment/Orderinchaos,2009,12,36,0.0,20091118053516,20230210220150,4832,0.0
Requests_for_comment/Paid_editing,2009,315,1650,0.0,20090609181907,20230403085740,5046,0.0
Requests_for_comment/Peter_Lee_and_Mario_Roering,2009,2,3,0.0,20091219055013,20230303043658,4822,0.0
Requests_for_comment/Policies/Wikipedia:Requests_for_adminship,2009,4,4,0.0,20091021024829,20160524120115,2407,0.0
Requests_for_comment/Racepacket,2009,21,88,0.0,20091013175705,20230210220209,4868,0.0
Requests_for_comment/Rama,2009,52,234,0.0,20091217185542,20260306135248,5923,0.0
Requests_for_comment/Reliability_of_sources_and_spam_blacklist,2009,27,139,0.0,20091206202015,20220504035701,4532,0.0
