wiki,title,ts,user,delta,summary,reverted,is_revert,same_page_before,same_page_after,series_n,series_pages,series_id,diff_url
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-01-10,Walter,44,/* Opzeggen vertrouwen */  verstrenging vereisten,False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/728660
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-01-10,Walter,219,===Procedures voor het ontnemen van de bureaucraat-status===,False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/728673
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-01-10,Walter,-1,/* Procedures voor het ontnemen van de bureaucraat-status */,False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/728688
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-01-10,Walter,78,/* Inactiviteit */ Uitzondering,False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/728690
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-01-10,Walter,78,/* Opiniepeiling na een jaar */ Uitzondering;,False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/728699
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-01-10,Walter,151,/* Opiniepeiling na een jaar */ Een moderator kan van deze jaarlijkse opiniepeiling gebruik maken om te laten,False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/729006
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-01-10,Walter,-1,/* Inactiviteit */ Een moderator die in de laatste 12 maanden minder dan 50 edits heeft zal de moderator-status worden ontnomen.,False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/729016
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-01-10,Walter,7,/* Inactiviteit */  correctie,False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/729046
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-01-10,Oscar,109,[[Wikipedia:Regelingen rond moderatoren#Bijzondere moderatoren|Bijzondere moderatoren]],False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/729049
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-02-14,Chris,-7,linkfix,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/831156
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-02-19,Oscar,77,/* Lijst van moderatoren */  ([[Wikipedia:bureaucraat|bureaucraat]]),False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/838861
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-02-21,Oscar,32,"/* Moderator geworden in het 1e kwartaal 2005, status te bevestigen in januari 2006 */ + [[Gebruiker:Londenp|pjetter]]",False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/841266
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-02-23,Oscar,32,"/* Moderator geworden in het 1e kwartaal 2005, status te bevestigen in januari 2006 */ [[Gebruiker:Firefox|Firefox]]",False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/845896
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-02-25,Oscar,25,"/* Moderator geworden in het 1e kwartaal 2005, status te bevestigen in januari 2006 */ +[[Gebruiker:Evanherk]]",False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/845897
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-02-25,Oscar,9,"/* Moderator geworden in het 1e kwartaal 2005, status te bevestigen in januari 2006 */ +[[Gebruiker:Evanherk]]",False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/845962
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-02-25,Oscar,10,"/* Moderator geworden in het 1e kwartaal 2005, status te bevestigen in januari 2006 */",False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/848136
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-02-26,Oscar,79,"/* Moderator geworden in het 1e kwartaal 2005, status te bevestigen in januari 2006 */ daniel+ad",False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/848893
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-02-26,Oscar,33,"/* Moderator geworden in het 1e kwartaal 2005, status te bevestigen in januari 2006 */ JePe",False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/914358
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-03-21,Chris,17,"/* Moderator geworden in het 2e kwartaal 2004, status te bevestigen in april 2005 */",False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/914620
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-03-22,Oscar,34,"/* Moderator geworden in het 4e kwartaal 2004, status te bevestigen in oktober 2005 */",False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/914623
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-03-22,Oscar,61,/* Bijzondere moderatoren */,False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/914628
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-03-22,Oscar,278,/* Bijzondere moderatoren */,False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/914631
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-03-22,Oscar,26,"/* Moderator geworden in het 4e kwartaal 2004, status te bevestigen in oktober 2005 */",False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/933159
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-03-27,Chris,40,,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/940982
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-03-29,Oscar,133,"/* Moderator geworden in het 1e kwartaal 2005, status te bevestigen in januari 2006 */ nieuwe moderatoren",False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/993288
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-04-11,Oscar,-276,/* Tijdelijke moderatoren */ zijn inmiddels gewoon moderator,False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/993290
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-04-11,Oscar,-2,2 lege regels verwijderd,False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/993294
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-04-11,Oscar,-4,"/* Moderator van voor 2004, status bevestigd in januari 2005 */ lnfx",False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/993297
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-04-11,Oscar,-4,"/* Moderator geworden in het 1e kwartaal 2004, status bevestigd in januari 2005 */",False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/996842
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-04-12,Oscar,116,"/* Moderator geworden in het 1e kwartaal 2005, status te bevestigen in januari 2006 */",False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/996851
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-04-12,Oscar,135,"/* Moderator geworden in het 2e kwartaal 2004, status te bevestigen in april 2005 */Zie",False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/996859
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-04-12,Oscar,30,"/* Moderator geworden in het 1e kwartaal 2005, status te bevestigen in januari 2006 */",False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1022096
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-04-20,Chris,-1,-/- spatie,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1023225
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-04-21,Oscar,62,"/* Moderator geworden in het 2e kwartaal 2005, status te bevestigen in april 2006 */ aanv",False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1064858
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-05-01,Galwaygirl,-4,"/* Moderator geworden in het 2e kwartaal 2004, status te bevestigen in april 2005 */ kopje bijgewerkt",False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1077509
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-05-04,Ellywa,28,"/* Moderator geworden in het 2e kwartaal 2005, status te bevestigen in april 2006 */",False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1077515
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-05-04,Ellywa,-27,/* Voormalige moderatoren */ minus ellywa,False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1077521
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-05-04,Ellywa,55,/* Procedure voor aanvraag moderatorschap */ link naar Wikipedia:Lijst van gebruikers met speciale status,False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1091874
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-05-09,Oscar,-4,"/* Moderator geworden in het 2e kwartaal 2004, status bevestigd in april 2005 */",False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1128974
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-05-18,Oscar,30,"/* Moderator geworden in het 2e kwartaal 2005, status te bevestigen in april 2006 */ Cicero",False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1141890
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-05-21,Oscar,34,"/* Procedure voor aanvraag moderatorschap */neutrale stemmen tellen niet mee, vergelijk http://meta.wikimedia.org/wiki/Stewards/elections_2005#Rules_of_these_elections",False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1157505
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-05-24,Oscar,81,zie ook [[Wikipedia:Regelingen rond moderatoren/Bevestiging moderatorstatus]],False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1159199
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-05-24,Chris,-1,Fransvannes verhuisd naar voormalige moderatoren,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1187886
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-06-01,Oscar,151,lnfx,False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1187913
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-06-01,Oscar,-40,"/* Status bevestigd in januari 2005, status te bevestigen in januari 2006 */ update",False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1221790
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-06-09,Ellywa,14,/* Procedure voor aanvraag moderatorschap */ alleen de voor- en tegenstemmen worden geteld - zie uitslag opiniepeiling op overlegpagina,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1241866
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-06-13,Oscar,62,/* Lijst van moderatoren */ aanv,False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1260695
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-06-16,Oscar,38,"/* Moderator geworden in het 2e kwartaal 2005, status te bevestigen in april 2006 */+Galwaygirl",False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1286394
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-06-22,Oscar,3,/* Procedure voor aanvraag moderatorschap */ Wikipedia:Lijst van gebruikers met extra bevoegdheden,False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1296845
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-06-24,Oscar,58,"/* Moderator geworden in het 2e kwartaal 2005, status te bevestigen in april 2006 */ 2 nieuwe mods erbij",False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1296864
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-06-29,Oscar,69,/* Moderator */ aanvulling,False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1317348
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-06-29,Oscar,-37,/* Procedure voor aanvraag van de bureaucraat-status */tekstverbetering,False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1317356
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-06-29,Oscar,69,regel verdwenen: hersteld,False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1427221
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-07-23,Michiel1972,11,catsort,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1636738
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-08-08,Empoor,154,/* Procedure voor aanvraag moderatorschap */,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1764141
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-08-23,193.67.21.67,132,/* Opzeggen vertrouwen */ Dezelfde tijdsduur en dezelfde eisen aan meningen als bij aanstelling moderator.,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1860730
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-08-23,Ellywa,1,voor de duidelijkheid: de vorige wijziging was ook van mij,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1860759
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-08-25,Effeietsanders,31,/* Voormalige moderatoren */ +GerardM,False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1874680
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-08-25,Effeietsanders,6,"/* Status bevestigd in april 2005, status te bevestigen in april 2006 */",False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1874682
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-08-29,Gpvos,28,"/* Moderator geworden in het 3e kwartaal 2005, status te bevestigen in juli 2006 */",False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1915508
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-08-30,MartinD,32,"/* Moderator geworden in het 3e kwartaal 2005, status te bevestigen in juli 2006 */",False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1920514
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-08-30,Oscar,26,"/* Moderator geworden in het 3e kwartaal 2005, status te bevestigen in juli 2006 */ +MADe",False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1921696
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-08-30,Oscar,-39,"/* Status bevestigd in april 2005, status te bevestigen in april 2006 */ minus gerardm",False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1921708
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-08-30,UcuchaBot,1,Robot-geholpen doorverwijzing: Wikipedia:Aanmelding moderators,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1923260
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-08-30,Ellywa,30,+ Ucucha,False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1924261
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-08-30,Ellywa,14,"/* Moderator geworden in het 2e kwartaal 2005, status te bevestigen in april 2006 */",False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1924270
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-08-30,Oscar,26,"/* Moderator geworden in het 2e kwartaal 2005, status te bevestigen in april 2006 */ lnfx",False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/1924338
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-01,Koos Jol,12,"/* Moderator geworden in het 1e kwartaal 2005, status te bevestigen in januari 2006 */  naamfix",False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2112912
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-02,Galwaygirl,74,"/* Moderator geworden in het 4e kwartaal 2004, status te bevestigen in oktober 2005 */",False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2119383
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-02,Oscar,42,tikkie verplaatst,False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2119413
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-02,Oscar,-42,Wijzigingen door [[Speciaal:Contributions/Oscar|Oscar]] hersteld tot de versie na de laatste wijziging door Galwaygirl,False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2119422
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-02,Oscar,35,aanv,False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2119432
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-04,Ellywa,34,/* Lijst van moderatoren */ linkcorrectie,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2129493
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-08,Tuvic,20,/* Procedure voor aanvraag moderatorschap */ toollink aangepast: meteen nlwiki,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2155884
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-08,Chris,-33,-/- gerardm,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2156879
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-08,GerardM,32,Dat ik geen moderator meer ben wil niet zeggen dat toen mijn moderator status niet bevestigd is geworden,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2159739
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-08,Aleichem,-32,revert : leg t eerst ff goed uit want ik begrijp er geen f!ck van,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2159803
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-08,Jcb,32,Redo: Voor uitleg zie de samenvatting van de originele edit door GerardM,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2159892
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-11,Tuvic,118,+,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2175230
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-14,Aleichem,76,/* Voormalige moderatoren */,False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2192893
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-17,Errabee,112,"/* Moderator geworden in het 4e kwartaal 2005, status te bevestigen in oktober 2006 */",False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2208994
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-17,RJB,49,,False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2209410
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-17,RJB,-24,,False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2209418
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-26,Oscar,36,"/* Moderator geworden in het 4e kwartaal 2005, status te bevestigen in oktober 2006 */ oliphaunt erbij",False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2269863
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-28,Oscar,30,"/* Moderator geworden in het 4e kwartaal 2005, status te bevestigen in oktober 2006 */ WebBoy",False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2278984
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-28,Oscar,41,"/* Moderator geworden in het 4e kwartaal 2005, status te bevestigen in oktober 2006 */ +broeder Hugo",False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2278989
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-30,Ellywa,42,"/* Moderator geworden in het 4e kwartaal 2005, status te bevestigen in oktober 2006 */ [[Gebruiker:PatrickVanM]]",False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2298454
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-10-30,Ellywa,-2,"/* Moderator geworden in het 4e kwartaal 2005, status te bevestigen in oktober 2006 */",False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2298455
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-11-01,Pjetter,32,/* Voormalige moderatoren */,False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2311713
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-11-01,Pjetter,-42,"/* Moderator geworden in het 1e kwartaal 2005, status te bevestigen in januari 2006 */",False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2311723
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-11-02,Andre Engels,-113,"/* Moderator geworden in het 1e kwartaal 2005, status te bevestigen in januari 2006 */",False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2312707
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-11-02,Andre Engels,42,/* Voormalige moderatoren */,False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2312709
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-11-05,Ellywa,24,"/* Moderator geworden in het 4e kwartaal 2005, status te bevestigen in oktober 2006 */ + Tbc",False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2331996
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-11-06,Empoor,62,/* Bijzondere moderatoren */,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2335748
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-11-06,Oscar,-79,"/* Moderator geworden in het 4e kwartaal 2004, status te bevestigen in oktober 2005 */ afgerond",False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2335801
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-11-06,Oscar,-4,"/* Moderator geworden in het 3e kwartaal 2004, status te bevestigen in juli 2005 */ ""afgerond""",False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2335806
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-11-20,Dolfy,-19,/* Procedure voor aanvraag moderatorschap */ tool webstek,False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2420309
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-11-20,Dolfy,-1,/* Procedure voor aanvraag moderatorschap */,False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2420317
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-11-20,Tuvic,20,/* Procedure voor aanvraag moderatorschap */ Tool meteen nl-wiki,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2420383
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-12-02,Galwaygirl,30,/* Voormalige moderatoren */ + Elly,False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2489619
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-12-02,Galwaygirl,-68,"/* Moderator geworden in het 2e kwartaal 2005, status te bevestigen in april 2006 */ - Elly",False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2489626
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-12-12,Joost,25,"/* Moderator geworden in het 3e kwartaal 2005, status te bevestigen in juli 2006 */Shit, ik stond zelf niet eens in dit lijstje",False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2569678
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-12-12,Joost,98,"/* Moderator geworden in het 4e kwartaal 2005, status te bevestigen in oktober 2006 */ aangevuld",False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2569700
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-12-22,Zanaq,-27,/* Procedure voor aanvraag moderatorschap */ dubbelop,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2652056
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-12-22,Oscar,150,nav wijzigingen zanaq: aangepast conform overlegpagina en verder verduidelijkt - eigen gebruikersnaamruimte is nu expliciet uitgezonderd,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2652117
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-12-22,Pieter1,1,/* Procedure voor aanvraag moderatorschap */ veranderd in 1000 nav. stemming Wz. Gaat pas bij een volgende aanmelding in en geldt niet voor WZ.,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2656214
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-12-22,Oscar,-1,Wijzigingen door [[Speciaal:Contributions/Pieter1|Pieter1]] hersteld tot de versie na de laatste wijziging door Oscar,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2656418
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-12-23,Venullian,36,"/* Moderator geworden in het 4e kwartaal 2005, status te bevestigen in oktober 2006 */ +mezelf",False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2664016
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-12-25,Oscar,-44,"/* Status bevestigd in april 2005, status te bevestigen in april 2006 */ voormalige moderator :-(",False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2677875
nlwiki,Wikipedia:Regelingen rond moderatoren,2005-12-25,Oscar,34,/* Voormalige moderatoren */ voormalige moderator :-(,False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2677877
nlwiki,Wikipedia:Regelingen rond moderatoren,2006-01-04,Pjetter,-30,"Minus Bartux, is al geen moderator meer",False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2771842
nlwiki,Wikipedia:Regelingen rond moderatoren,2006-01-04,Pjetter,30,/* Voormalige moderatoren */ + Bartux bij voormalige moderatoren,False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2771845
nlwiki,Wikipedia:Regelingen rond moderatoren,2006-01-11,Roepers,-38,"/* Moderator geworden in het 1e kwartaal 2005, status te bevestigen in januari 2006 */ * [[Gebruiker:Roepers verwijderd",False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2844197
nlwiki,Wikipedia:Regelingen rond moderatoren,2006-01-11,Roepers,37,/* Voormalige moderatoren */ * [[Gebruiker:Roepers|Marco Roepers]] toegevoegd,False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/2844202
nlwiki,Wikipedia:Regelingen rond moderatoren,2006-01-31,Joost,-102,"/* Status bevestigd in april 2005, status te bevestigen in april 2006 */",False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/3012161
nlwiki,Wikipedia:Regelingen rond moderatoren,2006-01-31,Joost,30,/* Voormalige moderatoren */  +Waerth,False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/3012175
nlwiki,Wikipedia:Regelingen rond moderatoren,2006-02-13,Oscar,122,+annabel,False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/3144371
nlwiki,Wikipedia:Regelingen rond moderatoren,2006-02-13,Oscar,134,"/* Moderator geworden in het 1e kwartaal 2006, status te bevestigen in januari 2006 */ de rest erbij",False,False,True,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/3144389
nlwiki,Wikipedia:Regelingen rond moderatoren,2006-03-18,82.74.14.226,-44,/* Procedure voor aanvraag moderatorschap */,False,False,False,True,0,,,https://nl.wikipedia.org/wiki/Special:Diff/3425813
nlwiki,Wikipedia:Regelingen rond moderatoren,2006-03-18,82.74.14.226,-15,/* Moderator */,False,False,True,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/3425818
nlwiki,Wikipedia:Regelingen rond moderatoren,2006-03-18,Tuvic,59,Wijzigingen door [[Speciaal:Contributions/82.74.14.226|82.74.14.226]] hersteld tot de versie na de laatste wijziging door Oscar,False,False,False,False,0,,,https://nl.wikipedia.org/wiki/Special:Diff/3425821
